Year,Institute_ID,Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
2016,NIRF-ENGG-INF-77,"Indian Institute Of Technology, Madras",Chennai,Tamil Nadu,89.41,1.0,88.26,94.02,81.81,86.11,98.0
2016,NIRF-ENGG-INF-312,"Indian Institute Of Technology, Bombay",Bombay,Maharashtra,87.66,2.0,85.93,94.14,84.97,74.84,99.0
2016,NIRF-ENGG-INF-300,"Indian Institute Of Technology, Kharagpur",Kharagpur,West Bengal,83.91,3.0,76.23,92.68,83.95,78.05,97.0
2016,NIRF-ENGG-INF-79,"Indian Institute Of Technology, Delhi",New Delhi,Delhi,82.02,4.0,80.27,91.62,74.72,66.17,98.0
2016,NIRF-ENGG-INF-228,"Indian Institute Of Technology, Kanpur",Kanpur,Uttar Pradesh,81.07,5.0,66.08,93.52,85.62,70.59,98.0
2016,NIRF-ENGG-INF-78,"Indian Institute Of Technology, Roorkee",Roorkee,Uttarakhand,78.68,6.0,67.83,83.5,81.61,76.59,96.0
2016,NIRF-ENGG-INF-345,"Indian Institute Of Technology, Hyderabad",Hyderabad,Telangana,77.22,7.0,76.76,76.83,80.89,63.76,95.0
2016,NIRF-ENGG-INF-298,"Indian Institute Of Technology, Gandhinagar",Ahmedabad,Gujarat,75.2,8.0,80.36,72.09,64.91,71.94,96.0
2016,NIRF-ENGG-INF-340,"Indian Institute Of Technology, Ropar-Rupnagar",Rupnagar,Punjab,74.88,9.0,89.96,73.56,86.42,60.67,38.0
2016,NIRF-ENGG-INF-344,"Indian Institute Of Technology, Patna",Patna,Bihar,74.68,10.0,79.8,68.29,74.13,68.78,93.0
2016,NIRF-ENGG-INF-299,"Indian Institute Of Technology, North Guwahati",Guwahati,Assam,74.62,11.0,71.92,78.66,71.82,65.62,94.0
2016,NIRF-ENGG-INF-370,"National Institute Of Technology, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,74.45,12.0,56.99,80.37,81.5,79.5,92.0
2016,NIRF-ENGG-768,Vellore Institute Of Technology,Vellore,Tamil Nadu,74.4,13.0,66.95,74.72,77.38,77.11,91.0
2016,NIRF-ENGG-INF-423,"Indian Institute Of Technology (Banaras Hindu University), Varanasi",Varanasi,Uttar Pradesh,74.39,14.0,59.08,80.63,96.8,56.73,96.0
2016,NIRF-ENGG-INF-373,Sardar Vallabhbhai National Institute Of Technology,Surat,Gujarat,73.13,15.0,59.02,85.24,78.43,68.81,83.0
2016,NIRF-ENGG-INF-346,"Indian Institute Of Technology, Indore",Indore,Madhya Pradesh,72.0,16.0,86.75,75.78,89.85,39.23,46.0
2016,NIRF-ENGG-1-2451694143,Birla Institute Of Technology,RANCHI,Jharkhand,71.8,17.0,55.39,81.06,82.47,65.5,90.0
2016,NIRF-ENGG-INF-225,"Visvesvaraya National Institute Of Technology, Nagpur (Deemed University)-Nagpur",Nagpur,Maharashtra,71.29,18.0,59.98,73.64,69.05,82.7,85.0
2016,NIRF-ENGG-INF-140,"National Institute Of Technology, Rourkela-Rourkela",Rourkela,Odisha,70.8,19.0,60.78,75.69,81.49,73.21,74.0
2016,NIRF-ENGG-INF-338,"Indian Institute Of Technology, Mandi",Mandi,Himachal Pradesh,70.32,20.0,85.83,70.35,81.05,47.29,43.0
2016,NIRF-ENGG-INF-NEW11,"Indian Institute Of Engineering Science And Technology, Shibpur",Howrah,West Bengal,70.35,,57.76,83.07,76.07,59.5,87.0
2016,NIRF-ENGG-1-2453839794,"College Of Engineering, Pune",PUNE,Maharashtra,69.71,21.0,58.61,66.4,82.92,74.67,95.0
2016,NIRF-ENGG-INF-363,"National Institute Of Technology, Karnataka-Mangalore",Mangalore,Karnataka,68.95,22.0,60.26,67.86,77.29,70.22,88.0
2016,NIRF-ENGG-INF-357,Motilal Nehru National Institute Of Technology,Allahabad,Uttar Pradesh,67.94,23.0,54.63,72.07,74.08,75.04,82.0
2016,NIRF-ENGG-1-2451585489,Psg College Of Technology-Coimbatore,COIMBATORE,Tamil Nadu,67.8,24.0,56.72,64.67,77.3,72.1,94.0
2016,NIRF-ENGG-INF-301,"Indian Institute Of Technology, Jodhpur",Jodhpur,Rajasthan,67.68,25.0,73.02,66.41,60.71,60.11,86.0
2016,NIRF-ENGG-INF-296,"Indian Institute Of Technology, Bhubaneswar",Bhubaneswar,Odisha,67.58,26.0,67.4,75.73,61.06,51.57,85.0
2016,NIRF-ENGG-1-2454118012,Thapar University-Patiala,PATIALA,Punjab,67.51,27.0,49.43,78.7,77.69,64.58,83.0
2016,NIRF-ENGG-INF-247,"National Institute Of Technology, Warangal",Warangal,Telangana,67.12,28.0,58.2,71.82,75.41,61.2,82.0
2016,NIRF-ENGG-1-2452436680,Thiagarajar College Of Engineering-Madurai,MADURAI,Tamil Nadu,66.51,29.0,57.93,75.86,80.94,57.91,63.0
2016,NIRF-ENGG-INF-361,"National Institute Of Technology, Durgapur",Durgapur,West Bengal,65.4,30.0,49.24,79.62,65.86,66.15,78.0
2016,NIRF-ENGG-1-2456108684,Amrita School Of Engineering,KARUNAGAPALLY,Kerala,63.94,31.0,56.81,63.75,74.02,62.08,75.0
2016,NIRF-ENGG-620,Shanmugha Arts Science Technology & Research Academy (Sastra),Thanjavur,Tamil Nadu,63.77,,60.21,65.55,81.0,58.4,51.0
2016,NIRF-ENGG-1-2452855119,Kalinga Institue Of Industrial Technology,BHUBANESWAR,Odisha,63.4,32.0,60.63,73.91,83.55,70.31,1.0
2016,NIRF-ENGG-1-2455786386,M. S. Ramaiah Institute Of Technology-Bangalore,BANGALORE,Karnataka,63.39,33.0,40.32,72.19,95.08,66.33,61.0
2016,NIRF-ENGG-1-2449931180,Coimbatore Institute Of Technology-Coimbatore,COIMBATORE,Tamil Nadu,62.58,34.0,48.31,62.54,82.91,68.54,74.0
2016,NIRF-ENGG-1-2451203119,R.V. College Of Engineering-Bengaluru,BENGALURU,Karnataka,62.26,35.0,55.4,65.31,77.86,48.75,76.0
2016,NIRF-ENGG-INF-142,"National Institute Of Technology, Calicut",Calicut,Kerala,62.26,35.0,56.09,71.53,72.03,64.42,40.0
2016,NIRF-ENGG-INF-240,"Malaviya National Institute Of Technology, Jaipur",Jaipur,Rajasthan,62.14,37.0,55.13,71.63,74.32,62.16,41.0
2016,NIRF-ENGG-1-2519066781,Pec University Of Technology-Chandigarh,CHANDIGARH,Chandigarh,61.32,38.0,62.21,55.58,70.83,55.49,77.0
2016,NIRF-ENGG-1-2456080951,Manipal Institute Of Technology,MANIPAL,Karnataka,61.15,39.0,62.58,67.06,65.34,61.72,33.0
2016,NIRF-ENGG-1-2455890291,Jamia Millia Islamia (A Central University),NEW DELHI,Delhi,60.18,41.0,47.68,76.73,56.87,47.6,72.0
2016,NIRF-ENGG-INF-293,"Dr. B R Ambedkar National Institute Of Technology, Jalandhar",Jalandhar,Punjab,59.91,42.0,46.65,74.56,81.02,61.7,25.0
2016,NIRF-ENGG-INF-333,"Indian Institute Of Science Education & Research, Mohali",Mohali,Punjab,59.58,43.0,59.29,82.22,13.39,50.12,83.0
2016,NIRF-ENGG-350,Karunya Institute Of Technology And Sciences,Coimbatore,Tamil Nadu,59.29,44.0,55.1,68.79,60.61,78.6,19.0
2016,NIRF-ENGG-512,"Institute Of Technology, Nirma University",Ahmedabad,Gujarat,59.23,45.0,48.41,54.52,67.95,69.27,81.0
2016,NIRF-ENGG-1-2456278780,Kongu Engineering College,PERUNDURAI,Tamil Nadu,59.06,46.0,47.51,66.33,77.98,72.56,32.0
2016,NIRF-ENGG-1-2456274762,sona College Of Technology-Salem,SALEM,Tamil Nadu,58.97,47.0,39.04,58.23,66.94,77.41,86.0
2016,NIRF-ENGG-INF-144,"National Institute Of Technology, Kurukshetra",Kurukshetra,Haryana,58.89,48.0,53.15,64.82,78.28,53.95,41.0
2016,NIRF-ENGG-1-2452861917,Pondicherry Engineering College,PUDUCHERRY,Pondicherry,58.79,49.0,58.68,57.67,71.2,77.49,19.0
2016,NIRF-ENGG-1-2449920071,"Amrita Viswa Vidyapeetham-Amrita Nagar (Po) ,Ettimadai","AMRITA NAGAR (PO) ,ETTIMADAI",Tamil Nadu,58.78,50.0,57.04,53.42,81.38,65.7,36.0
2016,NIRF-ENGG-INF-145,"National Institute Of Technology, Hamirpur",Hamirpur,Himachal Pradesh,58.65,51.0,41.6,73.08,77.24,63.3,41.0
2016,NIRF-ENGG-INF-359,"National Institute Of Technology, Agartala",Agartala,Tripura,58.63,52.0,57.4,58.47,75.03,66.24,32.0
2016,NIRF-ENGG-1-2456189964,Kumaraguru College Of Technology-Coimbatore,COIMBATORE,Tamil Nadu,58.44,53.0,57.49,58.03,69.44,70.34,32.0
2016,NIRF-ENGG-57,B.S. Abdur Rahman Institute Of Science And Technology,Chennai,Tamil Nadu,57.8,54.0,61.16,61.37,63.61,65.39,21.0
2016,NIRF-ENGG-1-2455979851,Cochin University Of Science And Technology-Cochin,COCHIN,Kerala,57.69,55.0,46.89,72.99,55.16,51.52,66.0
2016,NIRF-ENGG-INF-372,Sant Longowal Institute Of Engineering & Technology-Sangrur,Sangrur,Punjab,57.52,56.0,57.24,67.97,55.5,35.4,67.0
2016,NIRF-ENGG-INF-365,"National Institute Of Technology, Meghalaya",Shillong,Meghalaya,57.47,57.0,73.56,51.98,75.3,38.57,33.0
2016,NIRF-ENGG-1-2451156700,Itm University - Gwalior (School Of Engineering & Technology)-Gwalior,GWALIOR,Madhya Pradesh,57.45,58.0,46.14,58.6,69.8,76.6,47.0
2016,NIRF-ENGG-363,Koneru Lakshmaiah Education Foundation,Guntur,Andhra Pradesh,57.37,59.0,49.49,61.9,70.43,60.32,49.0
2016,NIRF-ENGG-321,Jaypee Institute Of Information Technology,Noida,Uttar Pradesh,56.79,60.0,45.21,59.86,79.38,69.05,40.0
2016,NIRF-ENGG-1-2454054346,Bharati Vidyapeeth Deemed University College Of Engineering-Pune,PUNE,Maharashtra,56.56,61.0,55.6,34.04,90.52,75.5,50.0
2016,NIRF-ENGG-1-2449912182,Bannari Amman Institute Of Technology-Sathyamangalam,SATHYAMANGALAM,Tamil Nadu,56.21,62.0,51.61,58.11,77.22,62.78,27.0
2016,NIRF-ENGG-INF-368,"National Institute Of Technology, Raipur",Raipur,Chhattisgarh,55.93,63.0,46.48,62.13,75.15,63.84,31.0
2016,NIRF-ENGG-1-2451386658,Vishwakarma Institute Of Technology-Pune,PUNE,Maharashtra,55.7,64.0,43.67,64.68,77.11,48.56,48.0
2016,NIRF-ENGG-INF-141,"National Institute Of Technology, Silchar",Silchar,Assam,55.49,65.0,55.75,58.12,66.08,71.32,12.0
2016,NIRF-ENGG-516,Noorul Islam Centre For Higher Education,Kanyakumari,Tamil Nadu,55.45,66.0,51.73,53.46,50.05,70.4,59.0
2016,NIRF-ENGG-INF-358,"National Institute Of Technology, Srinagar",Kashmir,Jammu and Kashmir,55.3,67.0,50.37,59.18,72.01,60.42,33.0
2016,NIRF-ENGG-1-2453375226,"University Institute Of Chemical Technology, North Maharashtra University, Jalgaon",JALGAON,Maharashtra,54.91,68.0,37.05,64.47,67.19,46.69,77.0
2016,NIRF-ENGG-1-2451415750,National Institute Of Science & Technology-Berhampur,BERHAMPUR,Odisha,54.81,69.0,41.66,50.29,74.67,65.68,63.0
2016,NIRF-ENGG-1-2450669659,Siddaganga Institute Of Technology-Tumkur,TUMKUR,Karnataka,54.67,70.0,52.98,51.91,72.17,66.37,30.0
2016,NIRF-ENGG-1-2450577299,Chaitanya Bharathi Institute Of Technology-Hyderabad,HYDERABAD,Telangana,54.66,71.0,44.1,47.74,69.08,64.91,73.0
2016,NIRF-ENGG-230,Hindustan Institute Of Technology  And Science (Hits),Chennai,Tamil Nadu,54.32,72.0,52.71,41.67,69.01,79.65,42.0
2016,NIRF-ENGG-1-2452919762,Sagi Ramakrishnam Raju Engineering College-Bhimavaram,BHIMAVARAM,Andhra Pradesh,54.02,73.0,50.02,48.05,75.83,75.45,23.0
2016,NIRF-ENGG-1-2449860060,C.V.Raman College Of Engineering-Bhubaneswar,BHUBANESWAR,Odisha,53.91,74.0,46.77,56.85,81.69,55.36,23.0
2016,NIRF-ENGG-1-2453916713,Kasegaon Education Societys Rajarambapu Institute Of Technology-Islampur,ISLAMPUR,Maharashtra,53.69,75.0,43.98,41.32,73.89,66.09,75.0
2016,NIRF-ENGG-INF-404,"National Institute Of Technology, Goa",Ponda,Goa,53.65,76.0,57.7,38.61,66.13,46.27,85.0
2016,NIRF-ENGG-INF-424,"Pandit Dwarka Prasad Mishra Indian Institute Of Information Technology, Design And Manufacturing (IIITDM), Jabalpur",Jabalpur,Madhya Pradesh,53.37,77.0,47.15,62.91,79.0,54.79,12.0
2016,NIRF-ENGG-INF-362,"National Institute Of Technology, Jamshedpur",Jamshedpur,Jharkhand,53.35,78.0,36.73,67.7,79.14,48.8,31.0
2016,NIRF-ENGG-1-2451417043,Institute Of Engineering & Management-Kolkata,KOLKATA,West Bengal,53.26,79.0,43.45,56.73,82.68,58.11,21.0
2016,NIRF-ENGG-INF-410,"Indian Institute Of Information Technology, Design & Manufacturing (IIITD&M) Kancheepuram-Chennai",Chennai,Tamil Nadu,52.64,80.0,48.23,41.22,86.82,61.99,38.0
2016,NIRF-ENGG-1-2452796944,Centurion Institute Of Technology,JATNI,Odisha,52.58,81.0,50.24,53.01,67.05,75.26,12.0
2016,NIRF-ENGG-1-2455130573,College Of Technology And Engineering-Udaipur,UDAIPUR,Rajasthan,52.39,82.0,53.51,61.8,50.46,49.2,34.0
2016,NIRF-ENGG-1-2453523111,Veermata Jijabai Technological Institute,MUMBAI,Maharashtra,52.17,84.0,32.29,57.85,79.62,59.06,47.0
2016,NIRF-ENGG-1-2450743734,K. K. Wagh Institute Of Engineering Education & Research-Nashik,NASHIK,Maharashtra,51.92,85.0,37.52,45.97,70.43,60.73,80.0
2016,NIRF-ENGG-1-2454009090,"Shri Ramdeobaba College Of Engineering And Management, Ramdeo Tekdi, Gittikhadan, Katol Road, Nagpur-Nagpur",NAGPUR,Maharashtra,51.5,86.0,46.81,47.19,72.78,61.03,34.0
2016,NIRF-ENGG-INF-367,"National Institute Of Technology, Patna",Patna,Bihar,51.08,87.0,46.73,52.37,66.9,55.69,37.0
2016,NIRF-ENGG-773,"Vignan's Foundation For Science, Technology And Research",Guntur,Andhra Pradesh,50.65,88.0,49.21,50.65,72.09,67.19,0.0
2016,NIRF-ENGG-1-2453802770,Shri Guru Gobind Singhji Institute Of Engineering And Technology-Nanded,NANDED,Maharashtra,50.64,89.0,48.74,47.61,67.42,51.75,41.0
2016,NIRF-ENGG-1-2454313873,Sri Ramakrishna Engineering College-Coimbatore,COIMBATORE,Tamil Nadu,50.55,90.0,46.62,56.15,67.8,65.62,6.0
2016,NIRF-ENGG-1-2449883879,Bengal Institute Of Technology,KOLKATA,West Bengal,50.33,91.0,28.7,50.0,92.06,47.01,59.0
2016,NIRF-ENGG-INF-408,"National Institute Of Technology, Delhi",Delhi,Delhi,50.22,92.0,41.3,48.26,61.61,67.57,45.0
2016,NIRF-ENGG-1-2450722205,Yeshwantrao Chavan College Of Engineering-Nagpur,NAGPUR,Maharashtra,50.14,93.0,45.23,39.29,65.99,73.81,46.0
2016,NIRF-ENGG-1-2449936766,Adhiyamaan College Of Engineering (Engineering & Technology),HOSUR,Tamil Nadu,50.04,94.0,52.0,49.66,54.04,59.65,34.0
2016,NIRF-ENGG-1-2452443212,"Maharashtra Academy Of Engineering And Educational Research, Mit College Of Engineering, Pune-Pune",PUNE,Maharashtra,49.66,95.0,38.75,49.01,64.45,66.6,44.0
2016,NIRF-ENGG-1-2455794950,The National Institute Of Engineering,MYSORE,Karnataka,49.514,96.0,38.67,46.65,77.95,64.66,35.0
2016,NIRF-ENGG-1-2453623896,"Government College Of Engineering, Aurangabad (Academic Autonomous)",AURANGABAD,Maharashtra,49.511,97.0,43.4,49.06,71.34,50.18,43.0
2016,NIRF-ENGG-1-2449945774,Anand Institute Of Higher Technology,CHENNAI,Tamil Nadu,49.41,98.0,29.71,55.27,78.24,61.62,35.0
2016,NIRF-ENGG-1-2454813228,Noida Institute Of Engineering & Technology,GAUTAM BUDH NAGAR,Uttar Pradesh,49.24,99.0,44.1,38.54,79.51,69.04,27.0
2016,NIRF-ENGG-1-2455123470,University Institute Of Chemical Engineering And Technology,CHANDIGARH,Chandigarh,49.09,100.0,39.97,56.55,78.3,51.32,17.0
2017,IR17-ENGG-1-1-77,Indian Institute of Technology Madras,Chennai,Tamil Nadu,87.96,1.0,91.85,92.6,83.78,77.19,81.46
2017,IR17-ENGG-2-18633,Indian Institute of Technology Bombay,Mumbai,Maharashtra,87.87,2.0,91.15,94.68,83.64,69.7,84.24
2017,IR17-ENGG-2-18630,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,81.93,3.0,76.03,89.23,88.02,74.11,73.43
2017,IR17-ENGG-2-1-79,Indian Institute of Technology Delhi,New Delhi,Delhi,81.08,4.0,79.63,89.47,77.45,71.41,77.24
2017,IR17-ENGG-2-18248,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,76.83,5.0,84.28,77.28,74.29,61.35,73.59
2017,IR17-ENGG-2-18677,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,73.1,6.0,72.3,74.36,88.31,70.95,43.47
2017,IR17-ENGG-2-1-251,Indian Institute of Technology Guwahati,Guwahati,Assam,72.3,7.0,89.29,59.98,77.08,80.11,40.95
2017,IR17-ENGG-2-18292,Anna University,Chennai,Tamil Nadu,63.97,8.0,63.62,67.63,67.99,59.71,50.21
2017,IR17-ENGG-2-10326,Jadavpur University,Kolkata,West Bengal,62.59,9.0,59.42,71.38,74.96,49.76,33.82
2017,IR17-ENGG-2-1-345,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,60.24,10.0,82.6,36.21,71.26,73.75,29.72
2017,IR17-ENGG-1-1-370,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,59.44,11.0,62.0,46.27,74.38,75.81,45.04
2017,IR17-ENGG-2-1-140,National Institute of Technology Rourkela,Rourkela,Odisha,58.78,12.0,64.21,49.22,80.12,68.07,19.23
2017,IR17-ENGG-2-18572,Vellore Institute of Technology,Vellore,Tamil Nadu,58.16,13.0,56.49,54.02,64.91,75.56,44.6
2017,IR17-ENGG-2-18261,Institute of Chemical Technology,Mumbai,Maharashtra,57.97,14.0,70.35,47.58,74.25,59.54,17.8
2017,IR17-ENGG-2-1-346,Indian Institute of Technology Indore,Indore,Madhya Pradesh,57.7,15.0,83.73,32.72,70.72,75.64,10.64
2017,IR17-ENGG-2-18599,Birla Institute of Technology  & Science -Pilani,Pilani,Rajasthan,55.43,16.0,66.15,35.05,70.27,59.86,50.32
2017,IR17-ENGG-2-18690,"Indian Institute of Engineering Science And Technology, Shibpur",Howrah,West Bengal,54.42,17.0,71.02,40.3,59.43,58.47,32.82
2017,IR17-ENGG-1-18627,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,54.32,18.0,79.66,28.87,63.69,76.69,13.5
2017,IR17-ENGG-2-1-344,Indian Institute of Technology Patna,Patna,Bihar,54.02,19.0,74.78,27.7,72.78,72.78,14.35
2017,IR17-ENGG-1-10356,Jamia Millia Islamia,New Delhi,Delhi,53.7,20.0,60.01,38.73,80.24,73.39,6.92
2017,IR17-ENGG-2-1-340,Indian Institute of Technology Ropar,Rupnagar,Punjab,52.93,21.0,78.92,27.63,62.97,76.06,7.68
2017,IR17-ENGG-1-1-493,National Institute of Technology Surathkal,Surathkal,Karnataka,52.87,22.0,62.53,32.6,73.71,64.28,31.56
2017,IR17-ENGG-1-18632,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,52.58,23.0,57.19,40.14,69.42,67.49,27.52
2017,IR17-ENGG-1-1-2809541361,"College of Engineering, Pune",Pune,Maharashtra,52.14,24.0,70.56,24.47,70.09,69.81,26.33
2017,IR17-ENGG-2-18477,Shanmugha Arts Science Technology & Research Academy (SASTRA),Thanjavur,Tamil Nadu,51.44,25.0,62.38,36.31,67.32,67.13,16.73
2017,IR17-ENGG-2-1-2813959492,Thapar University,Patiala,Punjab,51.35,26.0,56.85,41.77,73.33,52.08,18.9
2017,IR17-ENGG-1-1-2811256746,Sri Sivasubrmaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,50.77,27.0,74.22,24.88,65.82,61.56,17.17
2017,IR17-ENGG-1-1-249,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,50.6,28.0,81.23,14.74,60.24,70.29,27.33
2017,IR17-ENGG-2-18639,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,50.6,28.0,78.98,17.99,66.78,74.26,7.24
2017,IR17-ENGG-1-18628,Indian Institute of Technology Gandhinagar,Ahmedabad,Gujarat,50.43,30.0,79.73,14.41,59.25,75.94,27.54
2017,IR17-ENGG-2-18672,"Indian Institute of Technology (Banaras Hindu University), Varanasi",Varanasi,Uttar Pradesh,49.92,31.0,61.22,25.36,71.67,59.03,37.11
2017,IR17-ENGG-2-1-2811781771,Birla Institute of Technology ,Ranchi,Jharkhand,49.92,31.0,65.59,29.36,64.22,72.08,13.8
2017,IR17-ENGG-1-2811179135,PSG College of Technology,Coimbatore,Tamil Nadu,49.49,33.0,66.54,23.64,57.05,62.81,47.48
2017,IR17-ENGG-2-18622,National Institute of Technology Warangal,Warangal,Telangana,49.47,34.0,66.94,25.44,68.92,65.85,14.01
2017,IR17-ENGG-2-1-596,S.R.M Institute of Science and Technology,Chennai,Tamil Nadu,49.2,35.0,59.75,31.69,57.93,82.94,18.79
2017,IR17-ENGG-2-1-NEW5,"National Institute of Industrial Engineering, Mumbai",Mumbai,Maharashtra,47.47,36.0,80.8,1.25,71.62,77.94,7.54
2017,IR17-ENGG-2-1-2811366803,Thiagarajar College of Engineering,Madurai,Tamil Nadu,47.01,37.0,66.01,26.76,57.78,59.0,17.18
2017,IR17-ENGG-1-11736,Pondicherry Engineering College,Puducherry,Pondicherry,46.37,38.0,66.45,20.44,69.4,61.68,2.54
2017,IR17-ENGG-2-12907,Delhi Technological University,New Delhi,Delhi,46.19,39.0,50.95,24.48,72.9,67.16,22.64
2017,IR17-ENGG-2-10949,Zakir Husain College of Engineering & Technology,Aligarh,Uttar Pradesh,46.18,40.0,71.3,33.57,47.24,48.05,4.57
2017,IR17-ENGG-2-1-357,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,45.68,41.0,56.0,30.32,66.14,56.74,8.82
2017,IR17-ENGG-1-1-225,"Visvesvaraya National Institute of Technology, Nagpur (Deemed University)",Nagpur,Maharashtra,45.52,42.0,60.59,21.88,61.04,69.96,15.72
2017,IR17-ENGG-1-1-2816307230,Manipal Institute of Technology,Manipal,Karnataka,45.38,43.0,70.66,11.94,59.32,63.31,24.06
2017,IR17-ENGG-2-18613,National Institute of Technology Calicut,Calicut,Kerala,44.5,44.0,53.28,21.15,60.77,73.98,26.25
2017,IR17-ENGG-1-1-2811981253,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,44.35,45.0,67.06,13.09,65.46,62.97,9.07
2017,IR17-ENGG-2-18259,AMITY University,Gautam Budh Nagar,Uttar Pradesh,44.16,46.0,60.02,29.5,51.14,61.36,9.43
2017,IR17-ENGG-2-1-336,Kalinga Institute of Industrial Technology,Bhubneshwar,Odisha,43.68,47.0,52.55,14.08,71.82,66.05,27.39
2017,IR17-ENGG-2-1-668,Sri Venkateswara University,Tirupati,Andhra Pradesh,43.53,48.0,54.81,33.56,54.93,55.88,4.42
2017,IR17-ENGG-1-29885,R.V. College of Engineering,Bengaluru,Karnataka,43.42,49.0,69.03,12.13,60.62,54.58,14.86
2017,IR17-ENGG-1-18659,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,43.3,50.0,50.43,28.91,61.07,62.28,10.65
2017,IR17-ENGG-1-11716,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,43.29,51.0,62.88,14.72,57.41,68.04,17.42
2017,IR17-ENGG-2-1-2812016223,B.M.S. College of Engineering,Bengaluru,Karnataka,42.86,52.0,68.76,5.48,62.43,68.13,12.85
2017,IR17-ENGG-1-18612,National Institute of Technology Silchar,Silchar,Assam,42.73,53.0,61.17,18.43,59.99,58.3,10.17
2017,IR17-ENGG-2-1-321,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,42.63,54.0,51.11,19.82,64.97,81.02,2.63
2017,IR17-ENGG-2-18649,National Institute of Technology Durgapur,Durgapur,West Bengal,42.56,55.0,48.09,34.95,50.88,57.93,16.69
2017,IR17-ENGG-1-18257,"Indraprastha Institute of Information Technology-New Delhi (IIIT New Delhi, Delhi)",New Delhi,Delhi,42.55,56.0,48.55,20.83,70.69,55.41,20.45
2017,IR17-ENGG-1-12121,Kongu Engineering College,Perundurai,Tamil Nadu,42.43,57.0,60.47,13.96,60.8,62.39,17.04
2017,IR17-ENGG-2-1-11112,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Chennai,Tamil Nadu,42.31,58.0,60.49,23.07,42.07,73.59,14.68
2017,IR17-ENGG-2-18615,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,42.02,59.0,55.11,19.99,62.59,67.66,1.95
2017,IR17-ENGG-1-1-144,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,41.61,60.0,52.27,28.6,53.5,58.03,8.53
2017,IR17-ENGG-2-1-441,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,41.25,61.0,51.97,13.74,71.45,65.33,7.2
2017,IR17-ENGG-2-18312,Karunya Institute of Technology and Sciences-Coimbatore,Coimbatore,Tamil Nadu,40.97,62.0,54.14,20.06,49.83,77.68,9.66
2017,IR17-ENGG-1-18288,Jawaharlal Nehru Technological University,Hyderabad,Telangana,40.45,63.0,54.92,17.44,63.55,55.51,4.82
2017,IR17-ENGG-2-24411,Shri Ramdeobaba College of Engineering and Management,District Nagpur,Maharashtra,40.36,64.0,64.46,2.11,56.14,70.19,21.36
2017,IR17-ENGG-1-18631,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,40.2,65.0,68.8,8.51,50.37,60.47,8.9
2017,IR17-ENGG-2-10518,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,40.18,66.0,59.88,2.45,58.41,72.03,25.99
2017,IR17-ENGG-2-12233,"G. H. Raisoni College of Engineering, NAGPUR",Nagpur,Maharashtra,39.87,67.0,52.12,8.9,55.53,69.84,34.72
2017,IR17-ENGG-1-11519,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,39.64,68.0,58.15,12.72,54.89,66.69,7.28
2017,IR17-ENGG-2-1-424,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM), Jabalpur",Jabalpur,Madhya Pradesh,39.46,69.0,45.09,20.91,62.1,69.27,3.13
2017,IR17-ENGG-2-18620,"Malaviya National Institute of Technology, Jaipur",Jaipur,Rajasthan,39.38,70.0,50.94,25.26,52.53,53.47,6.62
2017,IR17-ENGG-1-18173,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat,39.38,70.0,55.93,7.81,60.31,70.52,11.47
2017,IR17-ENGG-1-1-2812032529,Siddaganga Institute of Technology,Tumkur,Karnataka,39.36,72.0,64.56,5.41,59.89,59.86,4.0
2017,IR17-ENGG-2-1-2811134396,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,39.21,73.0,54.66,11.5,60.25,60.08,13.05
2017,IR17-ENGG-2-12969,Guru Gobind Singh Indraprastha University,Dwarka,Delhi,39.16,74.0,51.63,25.78,53.25,49.44,3.45
2017,IR17-ENGG-1-1-2812988445,International Institute of Information Technology,Hyderabad,Telangana,38.95,75.0,40.86,24.99,62.56,51.3,15.51
